"Region","Facility Number","Level of Care","Capacity","Facility Name","Address","City","Zip Code","County","Facility Mailing Address","Facility Mailing City","Facility Mailing Zip","Facility Phone Number","First Name Administrator","Last Name Administrator","Certification","DMH Licensed","Alzheimer's SCU","Entity Name","Definition"
"6","01715","SNF","52","COLUMBIA MANOR HEALTH & REHABILITATION","2012 E NIFONG BLVD","COLUMBIA","65201-3874","BOONE","2012 E NIFONG BLVD","COLUMBIA","65201-3874","(573) 449-1246","TINA","WELLS","Medicare/Medicaid","false","false","COLUMBIA MANOR HEALTH & REHABILITATION LLC","LIMITED LIABILITY COMPANY"
"6","03069","SNF","60","HERITAGE HALL NURSING CENTER","750 EAST HIGHWAY 22","CENTRALIA","65240-1146","BOONE","750 EAST HIGHWAY 22","CENTRALIA","65240-1146","(573) 682-5551","CINDY LOU","YADAV","Medicare/Medicaid","false","false","AMERICARE AT HERITAGE HALL NURSING CENTER, LLC","LIMITED LIABILITY COMPANY"
"6","04750","SNF","100","LENOIR HEALTH CARE CENTER","3850 CARTWRIGHT LANE","COLUMBIA","65201-7779","BOONE","3850 CARTWRIGHT LANE","COLUMBIA","65201-7779","(573) 876-5800","CHARICE","HILGEDICK","Medicare/Medicaid","false","false","LUTHERAN SENIOR SERVICES","NOT FOR PROFIT CORPORATION"
"6","04750","ALF**","92","LENOIR MANOR","3850 CARTWRIGHT LANE","COLUMBIA","65201-5463","BOONE","3850 CARTWRIGHT LANE","COLUMBIA","65201-5463","(573) 876-5800","CHARICE","HILGEDICK",,"false","true","LUTHERAN SENIOR SERVICES","NOT FOR PROFIT CORPORATION"
"6","07733","RCF","20","STURGEON RESIDENTIAL CARE","315 E  STONE ST","STURGEON","65284-8907","BOONE","PO BOX 328","STURGEON","65284-0328","(573) 687-3012","RANDY","BURKE",,"false","false","STURGEON REST RESIDENTIAL CARE LLC","LIMITED LIABILITY COMPANY"
"6","10146","ICF","27","STUART HOUSE, LLC THE","117 S HICKMAN","CENTRALIA","65240-1316","BOONE","117 S HICKMAN","CENTRALIA","65240-1316","(573) 682-3204","TONY D","STUART",,"false","false","STUART HOUSE, LLC THE","LIMITED LIABILITY COMPANY"
"6","11262","SNF","120","PARKSIDE MANOR","1201 HUNT AVE","COLUMBIA","65202-1367","BOONE","1201 HUNT AVE","COLUMBIA","65202-1367","(573) 449-1448","BLAIR MARGARET","BRINSA-LANE","Medicare/Medicaid","false","true","N & R OF COLUMBIA, LLC","LIMITED LIABILITY COMPANY"
"6","17197","RCF*","15","HARAMBEE HOUSE, INC","703 NORTH EIGHTH ST","COLUMBIA","65201-4516","BOONE","703 NORTH EIGHTH ST","COLUMBIA","65201-4516","(573) 443-6972","STACEY","DISHMAN",,"true","false","HARAMBEE HOUSE, INC","NOT FOR PROFIT CORPORATION"
"6","18286","RCF","12","BRISTOL MANOR OF CENTRALIA","610 NORTH JEFFERSON ST","CENTRALIA","65240-1178","BOONE","610 NORTH JEFFERSON ST","CENTRALIA","65240-1178","(573) 682-5913","KELLI","ELLIOTT",,"false","false","BRISTOL CARE, INC","PROFIT CORPORATION"
"6","19799","SNF","100","SOUTH HAMPTON PLACE","4700 BRANDON WOODS","COLUMBIA","65203-7169","BOONE","4700 BRANDON WOODS","COLUMBIA","65203-7169","(573) 874-3674","DEBRA","CLONINGER","Medicare/Medicaid","false","false","N & R OF SOUTH HAMPTON, LLC","LIMITED LIABILITY COMPANY"
"6","20303","ALF**","72","ASHLAND VILLA ASSISTED LIVING","301 SOUTH HENRY CLAY BLVD","ASHLAND","65010-9439","BOONE","301 SOUTH HENRY CLAY BLVD","ASHLAND","65010-9439","(573) 657-1920","ALISHA","HATTON",,"false","false","ASHLAND VILLA, LLC","LIMITED LIABILITY COMPANY"
"6","20625","ALF**","48","BLUFF CREEK TERRACE ASSISTED LIVING","3104 BLUFF CREEK DR","COLUMBIA","65201-3524","BOONE","3104 BLUFF CREEK DR","COLUMBIA","65201-3524","(573) 815-9111","JESSICA","BANKHEAD",,"false","true","COLUMBIA RESIDENTIAL, LLC","LIMITED LIABILITY COMPANY"
"6","24341","SNF","120","NEIGHBORHOODS REHABILITATION & SKILLED NURSING BY TIGERPLACE, THE","3003 FALLING LEAF COURT","COLUMBIA","65201-3549","BOONE","3003 FALLING LEAF COURT","COLUMBIA","65201-3549","(573) 256-4620","TINA","JOHNSON","Medicare/Medicaid","false","true","TIGER PLACE, LLC","LIMITED LIABILITY COMPANY"
"6","24341","ICF","112","TIGERPLACE SENIOR LIVING","2910 BLUFF CREEK DR","COLUMBIA","65201-3522","BOONE","2910 BLUFF CREEK DR","COLUMBIA","65201-3522","(573) 256-4620","ERIC","MINTURN",,"false","false","TIGER PLACE, LLC","LIMITED LIABILITY COMPANY"
"6","25731","RCF","16","BLUEGRASS TERRACE","102 REDTAIL DR","ASHLAND","65010-1179","BOONE","102 REDTAIL DR","ASHLAND","65010-1179","(573) 657-0899","RICHARD","SULLIVAN",,"false","false","ABUNDANT LIFE LIVING, LLC","LIMITED LIABILITY COMPANY"
"6","28191","ALF**","59","COLONY POINTE ASSISTED LIVING","1510 CHAPEL HILL RD","COLUMBIA","65203-5457","BOONE","1510 CHAPEL HILL RD","COLUMBIA","65203-5457","(573) 234-1193","JEFFREY","WALTERS",,"false","true","AMERICARE AT COLONY POINTE ASSISTED LIVING, LLC","PROFIT CORPORATION"
"6","28997","ALF**","10","LAKE GEORGE ASSISTED LIVING","5000 E RICHLAND RD","COLUMBIA","65201-9606","BOONE","5000 EAST RICHLAND RD","COLUMBIA","65201-9606","(573) 442-0577","BRENDA","EZELL",,"false","false","LAKE GEORGE SENIOR LIVING LLC","LIMITED LIABILITY COMPANY"
"6","29874","ALF**","127","CEDARHURST OF COLUMBIA","2333 CHAPEL HILL RD","COLUMBIA","65203-1537","BOONE","2333 CHAPEL HILL RD","COLUMBIA","65203-1537","(573) 234-1091","ALEX","NEFF",,"false","true","CH COLUMBIA MANAGEMENT MO, LLC","LIMITED LIABILITY COMPANY"
"6","30107","ALF**","59","MILL CREEK VILLAGE ASSISTED LIVING","1990 W SOUTHAMPTON DR","COLUMBIA","65203-6238","BOONE","1990 W SOUTHAMPTON DR","COLUMBIA","65203-6238","(573) 381-2510","HOLLY","FULLER",,"false","true","AMERICARE AT MILL CREEK VILLAGE ASSISTED LIVING, LLC","LIMITED LIABILITY COMPANY"
"6","30959","SNF","70","COLUMBIA POST ACUTE","3535 BERRYWOOD DRIVE","COLUMBIA","65201-6584","BOONE","3535 BERRYWOOD DRIVE","COLUMBIA","65201-6584","(573) 397-7144","CHRISTOPHER","MCCLAIN","Medicare/Medicaid","false","false","COLUMBIA POST ACUTE, LLC","LIMITED LIABILITY COMPANY"
"6","32666","ALF**","72","WESTBURY SENIOR LIVING THE","550 STONE VALLEY PARKWAY","COLUMBIA","65203-5567","BOONE","550 STONE VALLEY PARKWAY","COLUMBIA","65203-5567","(573) 818-7030","AMY","BYERGO",,"false","true","COLUMBIA SENIOR LIVING, LLC","LIMITED LIABILITY COMPANY"
"6","34090","ALF","40","BAPTIST HOMES OF ASHLAND","5791 COMPASSION CIRCLE","ASHLAND","65010-9570","BOONE","5791 COMPASSION CIRCLE","ASHLAND","65010-9570","(573) 657 0506","PATTY","HINEMAN",,"false","false","BAPTIST HOME, THE","NOT FOR PROFIT CORPORATION"
"4","00526","SNF","110","ST JOSEPH MANOR HEALTH & REHABILITATION","1317 NORTH 36TH ST","SAINT JOSEPH","64506-2359","BUCHANAN","1317 NORTH 36TH ST","SAINT JOSEPH","64506-2359","(816) 676-1630","BEVERLY","MILLER","Medicare/Medicaid","false","false","ST JOSEPH MANOR HEALTH & REHABILITATION LLC","LIMITED LIABILITY COMPANY"
"4","00920","RCF","18","HEARTLAND III RCF","1606 SOUTH 38TH ST","SAINT JOSEPH","64507-2216","BUCHANAN","PO BOX 8923","SAINT JOSEPH","64508-8923","(816) 689-1084","LINDSEY","WRIGHT",,"true","false","HEARTLAND RESIDENTIAL CARE FACILITY, INC","PROFIT CORPORATION"
"4","01061","SNF","130","CARRIAGE SQUARE REHAB AND HEALTHCARE CENTER","4009 GENE FIELD RD","SAINT JOSEPH","64506-1864","BUCHANAN","4009 GENE FIELD RD","SAINT JOSEPH","64506-1864","(816) 364-1526","MICHAEL","O'DEA","Medicare/Medicaid","false","false","CARRIAGE OPERATOR LLC","LIMITED LIABILITY COMPANY"
"4","01061","RCF*","32","CARRIAGE SQUARE REHAB AND HEALTHCARE CENTER","4009 GENE FIELD RD","SAINT JOSEPH","64506-1864","BUCHANAN","4009 GENE FIELD RD","SAINT JOSEPH","64506-1864","(816) 364-1526","MICHAEL","O'DEA",,"false","false","CARRIAGE OPERATOR LLC","LIMITED LIABILITY COMPANY"
"4","05170","RCF","8","MCDONALD BOARDING HOME","438 NORTH 17TH ST","SAINT JOSEPH","64501-2015","BUCHANAN","438 NORTH 17TH ST","SAINT JOSEPH","64501-2015","(816) 233-7060","DENNIS","MCDONALD",,"true","false","McDONALD, DENNIS D","SOLE PROPRIETOR"
"4","06076","RCF","20","THOMAS RESIDENTIAL CARE FACILITY 3","1415 OLIVE ST","SAINT JOSEPH","64503-2443","BUCHANAN","1415 OLIVE ST","SAINT JOSEPH","64503-2443","(816) 273-5070","JESS","CHRISMAN",,"true","false","WILDFLOWER RIVERHOUSE LLC","LIMITED LIABILITY COMPANY"
"4","07532","SNF","69","ST JOSEPH CHATEAU","811 NORTH 9TH ST","SAINT JOSEPH","64501-1651","BUCHANAN","811 NORTH 9TH ST","SAINT JOSEPH","64508-1651","(816) 722-9093","JAMES","DILWORTH","Medicare/Medicaid","false","false","NORTH 9TH STREET HEALTHCARE LLC","LIMITED LIABILITY COMPANY"
"4","08000","SNF","180","ADVANCED CARE OF ST JOSEPH","3002 N 18TH ST","SAINT JOSEPH","64505-1872","BUCHANAN","3002 N 18TH ST","SAINT JOSEPH","64505-1872","(816) 364-4200","JANET","MCCARTHY GREEN","Medicare/Medicaid","false","false","NORTH 18TH STREET HEALTHCARE LLC","LIMITED LIABILITY COMPANY"
"4","10346","ALF","100","BELLEVIEW CARE CENTER","1616 WEISENBORN RD","SAINT JOSEPH","64507-2527","BUCHANAN","1616 WEISENBORN RD","SAINT JOSEPH","64507-2527","(816) 232-9874","MERCY","MUTUKU",,"true","false","WEISENBORN ROAD HEALTHCARE LLC","LIMITED LIABILITY COMPANY"
"4","10346","SNF","90","BELLEVIEW CARE CENTER","1616 WEISENBORN RD","SAINT JOSEPH","64507-2527","BUCHANAN","1616 WEISENBORN RD","SAINT JOSEPH","64508-2527","(816) 232-9874","MERCY","MUTUKU","Medicare/Medicaid","false","true","WEISENBORN ROAD HEALTHCARE LLC","LIMITED LIABILITY COMPANY"
"4","18620","RCF*","52","HEARTLAND II RESIDENTIAL CARE FACILITY, INC","117 SOUTH 15TH ST","SAINT JOSEPH","64501-2904","BUCHANAN","117 SOUTH 15TH ST","SAINT JOSEPH","64501-2904","(816) 676-1506","BROOKE ASHLEY","WAITKOSS",,"true","false","HEARTLAND RESIDENTIAL CARE FACILITY, INC","PROFIT CORPORATION"
"4","22959","ALF","51","VINTAGE GARDENS ASSISTED LIVING","3302 NORTH WOODBINE ROAD","SAINT JOSEPH","64505-9323","BUCHANAN","3302 NORTH WOODBINE RD","SAINT JOSEPH","64505-9323","(816) 279-3330","AMY","FREEMAN",,"false","true","CSL VINTAGE, LLC","LIMITED LIABILITY COMPANY"
"4","22959","ALF**","44","VINTAGE GARDENS ASSISTED LIVING","3302 NORTH WOODBINE ROAD","SAINT JOSEPH","64505-9323","BUCHANAN","3302 N WOODBINE ROAD","SAINT JOSEPH","64505-9323","(816) 279-3330","AMY","TULLIS",,"false","false","CSL VINTAGE, LLC","LIMITED LIABILITY COMPANY"
"4","24179","ALF**","35","LIVING COMMUNITY OF ST JOSEPH","1202 HEARTLAND RD","SAINT JOSEPH","64506-3200","BUCHANAN","1202 HEARTLAND RD","SAINT JOSEPH","64506-3200","(816) 671-8500","AMY","BYROM",,"false","false","LIVING COMMUNITY OF ST JOSEPH","NOT FOR PROFIT CORPORATION"
"4","24179","SNF","96","LIVING COMMUNITY OF ST JOSEPH","1202 HEARTLAND RD","SAINT JOSEPH","64506-3200","BUCHANAN","1202 HEARTLAND RD","SAINT JOSEPH","64506-3200","(816) 671-8500","KATIE","JOHNSON","Medicare/Medicaid","false","false","LIVING COMMUNITY OF ST JOSEPH","NOT FOR PROFIT CORPORATION"
"4","32538","ALF**","65","FIELD POINTE ASSISTED LIVING","5002 GENE FIELD ROAD","SAINT JOSEPH","64506-2056","BUCHANAN","5002 GENE FIELD ROAD","SAINT JOSEPH","64506-2056","(816) 688-4001","BECKY","HAMPTON",,"false","true","AMERICARE AT FIELD POINTE, LLC","LIMITED LIABILITY COMPANY"
